CID,CST_KEY,BDATE,GEN
NASAW00017099,AW00017099,17-05-1978,Male
NASAW00017100,AW00017100,02-08-1977,Male
NASAW00017101,AW00017101,03-05-1978,Male
NASAW00017102,AW00017102,11-01-1978,Male
NASAW00017103,AW00017103,14-03-1978,Male
NASAW00017104,AW00017104,04-03-1983,Male
NASAW00017105,AW00017105,25-05-1977,Female
NASAW00017106,AW00017106,18-09-1976,Female
NASAW00017107,AW00017107,01-08-1976,Female
NASAW00017108,AW00017108,08-03-1977,Female
NASAW00017109,AW00017109,16-11-1976,Female
NASAW00017110,AW00017110,03-05-1977,Female
NASAW00017111,AW00017111,15-11-1975,Female
NASAW00017112,AW00017112,18-01-1976,Female
NASAW00017113,AW00017113,19-10-1976,Male
NASAW00017114,AW00017114,08-10-1982,Male
NASAW00017115,AW00017115,11-08-1976,Female
NASAW00017116,AW00017116,20-07-1985,Female
NASAW00017117,AW00017117,24-11-1979,Female
NASAW00017118,AW00017118,04-01-1980,Female
NASAW00017119,AW00017119,02-11-1980,Female
NASAW00017120,AW00017120,13-11-1971,Female
NASAW00017121,AW00017121,16-08-1977,Male
NASAW00017122,AW00017122,15-09-1971,Female
NASAW00017123,AW00017123,26-03-1959,Male
NASAW00017124,AW00017124,09-02-1959,Female
NASAW00017125,AW00017125,15-11-1965,Female
NASAW00017126,AW00017126,07-04-1950,Female
NASAW00017127,AW00017127,30-11-1950,Female
NASAW00017128,AW00017128,05-06-1951,Male
NASAW00017129,AW00017129,09-12-1950,Female
NASAW00017130,AW00017130,04-11-1956,Female
NASAW00017131,AW00017131,31-08-1950,Female
NASAW00017132,AW00017132,05-06-1951,Female
NASAW00017133,AW00017133,14-05-1952,Male
NASAW00017134,AW00017134,22-05-1952,Female
NASAW00017135,AW00017135,10-04-1952,Male
NASAW00017136,AW00017136,24-02-1952,Male
NASAW00017137,AW00017137,03-06-1952,Male
NASAW00017138,AW00017138,04-07-1957,Female
NASAW00017139,AW00017139,22-11-1952,Female
NASAW00017140,AW00017140,05-11-1952,Male
NASAW00017141,AW00017141,07-11-1952,Female
NASAW00017142,AW00017142,15-10-1952,Male
NASAW00017143,AW00017143,31-08-1959,Male
NASAW00017144,AW00017144,19-08-1953,Male
NASAW00017145,AW00017145,09-10-1964,Female
NASAW00017146,AW00017146,12-08-1953,Male
NASAW00017147,AW00017147,21-11-1954,Female
NASAW00017148,AW00017148,14-01-1955,Female
NASAW00017149,AW00017149,18-04-1960,Male
NASAW00017150,AW00017150,01-08-1960,Male
NASAW00017151,AW00017151,17-07-1960,Female
NASAW00017152,AW00017152,07-05-1955,Male
NASAW00017153,AW00017153,20-08-1954,Male
NASAW00017154,AW00017154,17-02-1955,Male
NASAW00017155,AW00017155,19-10-1954,Male
NASAW00017156,AW00017156,08-08-1971,Female
NASAW00017157,AW00017157,16-06-1955,Male
NASAW00017158,AW00017158,13-11-1955,Male
NASAW00017159,AW00017159,02-04-1956,Female
NASAW00017160,AW00017160,04-07-1955,Male
NASAW00017161,AW00017161,14-04-1956,Female
NASAW00017162,AW00017162,04-07-1955,Female
NASAW00017163,AW00017163,20-02-1956,Male
NASAW00017164,AW00017164,06-10-1955,Male
NASAW00017165,AW00017165,11-01-1956,Male
NASAW00017166,AW00017166,20-12-1956,Male
NASAW00017167,AW00017167,12-08-1962,Male
NASAW00017168,AW00017168,23-07-1962,Female
NASAW00017169,AW00017169,03-01-1957,Female
NASAW00017170,AW00017170,02-01-1957,Female
NASAW00017171,AW00017171,26-05-1957,Female
NASAW00017172,AW00017172,21-09-1957,Male
NASAW00017173,AW00017173,23-05-1958,Male
NASAW00017174,AW00017174,25-03-1958,Female
NASAW00017175,AW00017175,15-11-1957,Female
NASAW00017176,AW00017176,09-11-1957,Male
NASAW00017177,AW00017177,09-12-1957,Male
NASAW00017178,AW00017178,16-01-1958,Female
NASAW00017179,AW00017179,15-07-1974,Male
NASAW00017180,AW00017180,18-06-1959,Male
NASAW00017181,AW00017181,16-03-1969,Female
NASAW00017182,AW00017182,07-11-1963,Female
NASAW00017183,AW00017183,05-11-1968,Male
NASAW00017184,AW00017184,02-08-1962,Male
NASAW00017185,AW00017185,21-03-1963,Female
NASAW00017186,AW00017186,16-01-1978,Male
NASAW00017187,AW00017187,28-09-1960,Male
NASAW00017188,AW00017188,17-09-1966,Female
NASAW00017189,AW00017189,12-11-1966,Male
NASAW00017190,AW00017190,03-10-1966,Female
NASAW00017191,AW00017191,10-02-1961,Male
NASAW00017192,AW00017192,19-09-1966,Male
NASAW00017193,AW00017193,18-12-1959,Female
NASAW00017194,AW00017194,16-02-1960,Male
NASAW00017195,AW00017195,19-11-1949,Male
NASAW00017196,AW00017196,24-01-1950,Male
NASAW00017197,AW00017197,16-07-1949,Female
NASAW00017198,AW00017198,17-04-1950,Female
NASAW00017199,AW00017199,04-11-1956,Male
NASAW00017200,AW00017200,02-04-1951,Male
NASAW00017201,AW00017201,21-05-1951,Male
NASAW00017202,AW00017202,15-10-1950,Female
NASAW00017203,AW00017203,18-08-1950,Female
NASAW00017204,AW00017204,24-11-1950,Female
NASAW00017205,AW00017205,08-02-1962,Female
NASAW00017206,AW00017206,12-07-1959,Male
NASAW00017207,AW00017207,13-11-1958,Male
NASAW00017208,AW00017208,24-09-1958,Male
NASAW00017209,AW00017209,17-02-1959,Female
NASAW00017210,AW00017210,05-08-1976,Male
NASAW00017211,AW00017211,11-03-1959,Female
NASAW00017212,AW00017212,14-06-1963,Female
NASAW00017213,AW00017213,03-09-1957,Male
NASAW00017214,AW00017214,20-03-1958,Male
NASAW00017215,AW00017215,09-04-1962,Male
NASAW00017216,AW00017216,08-12-1955,Female
NASAW00017217,AW00017217,02-12-1955,Female
NASAW00017218,AW00017218,17-09-1955,Male
NASAW00017219,AW00017219,24-04-1955,Female
NASAW00017220,AW00017220,30-08-1954,Male
NASAW00017221,AW00017221,01-04-1955,Male
NASAW00017222,AW00017222,23-12-1953,Female
NASAW00017223,AW00017223,10-03-1954,Male
NASAW00017224,AW00017224,19-04-1954,Female
NASAW00017225,AW00017225,29-11-1953,Male
NASAW00017226,AW00017226,01-02-1953,Male
NASAW00017227,AW00017227,14-08-1980,Female
NASAW00017228,AW00017228,20-05-1981,Female
NASAW00017229,AW00017229,17-10-1981,Female
NASAW00017230,AW00017230,11-06-1981,Male
NASAW00017231,AW00017231,29-12-1979,Female
NASAW00017232,AW00017232,02-12-1980,Male
NASAW00017233,AW00017233,24-05-1981,Female
NASAW00017234,AW00017234,02-09-1979,Female
NASAW00017235,AW00017235,11-04-1980,Male
NASAW00017236,AW00017236,22-04-1980,Male
NASAW00017237,AW00017237,11-04-1980,Female
NASAW00017238,AW00017238,19-11-1979,Male
NASAW00017239,AW00017239,20-02-1979,Female
NASAW00017240,AW00017240,12-01-1979,Male
NASAW00017241,AW00017241,19-07-1984,Male
NASAW00017242,AW00017242,24-04-1984,Male
NASAW00017243,AW00017243,06-10-1977,Female
NASAW00017244,AW00017244,21-02-1983,Female
NASAW00017245,AW00017245,08-10-1976,Female
NASAW00017246,AW00017246,08-07-1976,Male
NASAW00017247,AW00017247,19-04-1977,Male
NASAW00017248,AW00017248,31-08-1977,Female
NASAW00017249,AW00017249,09-05-1978,Male
NASAW00017250,AW00017250,10-03-1983,Female
NASAW00017251,AW00017251,09-04-1982,Female
NASAW00017252,AW00017252,13-05-1977,Female
NASAW00017253,AW00017253,29-09-1976,Male
NASAW00017254,AW00017254,11-05-1977,Female
NASAW00017255,AW00017255,30-08-1981,Female
NASAW00017256,AW00017256,11-10-1975,Male
NASAW00017257,AW00017257,21-11-1975,Male
NASAW00017258,AW00017258,07-02-1977,Male
NASAW00017259,AW00017259,01-05-1982,Female
NASAW00017260,AW00017260,05-06-1970,Male
NASAW00017261,AW00017261,15-02-1966,Male
NASAW00017262,AW00017262,24-04-1966,Female
NASAW00017263,AW00017263,08-08-1970,Female
NASAW00017264,AW00017264,19-09-1964,Male
NASAW00017265,AW00017265,09-07-1964,Female
NASAW00017266,AW00017266,30-12-1964,Male
NASAW00017267,AW00017267,17-04-1969,Female
NASAW00017268,AW00017268,31-03-1964,Female
NASAW00017269,AW00017269,13-05-1964,Male
NASAW00017270,AW00017270,30-09-1963,Male
NASAW00017271,AW00017271,20-10-1974,Female
NASAW00017272,AW00017272,31-01-1964,Female
NASAW00017273,AW00017273,06-11-1963,Male
NASAW00017274,AW00017274,12-11-1969,Male
NASAW00017275,AW00017275,21-06-1964,Male
NASAW00017276,AW00017276,01-06-1935,Male
NASAW00017277,AW00017277,12-11-1980,Female
NASAW00017278,AW00017278,05-05-1986,Female
NASAW00017279,AW00017279,30-01-1974,Female
NASAW00017280,AW00017280,09-11-1979,Female
NASAW00017281,AW00017281,04-09-1973,Male
NASAW00017282,AW00017282,31-01-1976,Female
NASAW00017283,AW00017283,22-12-1973,Male
NASAW00017284,AW00017284,02-01-1974,Male
NASAW00017285,AW00017285,30-01-1974,Male
NASAW00017286,AW00017286,10-02-1978,Male
NASAW00017287,AW00017287,06-09-1978,Male
NASAW00017288,AW00017288,19-03-1975,Male
NASAW00017289,AW00017289,30-11-1972,Female
NASAW00017290,AW00017290,11-11-1972,Female
NASAW00017291,AW00017291,18-08-1971,Male
NASAW00017292,AW00017292,29-11-1971,Female
NASAW00017293,AW00017293,07-05-1972,Female
NASAW00017294,AW00017294,17-10-1971,Female
NASAW00017295,AW00017295,19-01-1977,Male
NASAW00017296,AW00017296,01-06-1971,Female
NASAW00017297,AW00017297,25-10-1973,Male
NASAW00017298,AW00017298,13-11-1973,Male
NASAW00017299,AW00017299,31-01-1971,Female
NASAW00017300,AW00017300,17-01-1976,Male
NASAW00017301,AW00017301,30-09-1969,Male
NASAW00017302,AW00017302,03-04-1975,Female
NASAW00017303,AW00017303,13-04-1981,Male
NASAW00017304,AW00017304,15-11-1974,Female
NASAW00017305,AW00017305,03-09-1968,Male
NASAW00017306,AW00017306,12-07-1968,Male
NASAW00017307,AW00017307,09-05-1973,Male
NASAW00017308,AW00017308,11-08-1973,Female
NASAW00017309,AW00017309,01-11-1967,Female
NASAW00017310,AW00017310,25-01-1967,Male
NASAW00017311,AW00017311,02-05-1972,Female
NASAW00017312,AW00017312,25-09-1971,Female
NASAW00017313,AW00017313,29-08-1971,Female
NASAW00017314,AW00017314,17-10-1971,Female
NASAW00017315,AW00017315,19-06-1966,Female
NASAW00017316,AW00017316,11-11-1971,Male
NASAW00017317,AW00017317,10-12-1970,Female
NASAW00017318,AW00017318,14-12-1976,Female
NASAW00017319,AW00017319,30-06-1969,Female
NASAW00017320,AW00017320,21-09-1975,Male
NASAW00017321,AW00017321,10-03-1975,Female
NASAW00017322,AW00017322,17-05-1975,Male
NASAW00017323,AW00017323,16-02-1981,Male
NASAW00017324,AW00017324,15-05-1965,Female
NASAW00017325,AW00017325,25-05-1969,Female
NASAW00017326,AW00017326,11-08-1974,Female
NASAW00017327,AW00017327,24-12-1968,Female
NASAW00017328,AW00017328,02-03-1969,Female
NASAW00017329,AW00017329,24-04-1968,Female
NASAW00017330,AW00017330,11-08-1973,Female
NASAW00017331,AW00017331,02-01-1973,Male
NASAW00017332,AW00017332,30-09-1963,Male
NASAW00017333,AW00017333,13-04-1968,Female
NASAW00017334,AW00017334,12-01-1963,Male
NASAW00017335,AW00017335,23-11-1981,Male
NASAW00017336,AW00017336,30-10-1981,Male
NASAW00017337,AW00017337,15-02-1981,Male
NASAW00017338,AW00017338,16-08-1981,Female
NASAW00017339,AW00017339,09-05-1982,Male
NASAW00017340,AW00017340,02-08-1985,Female
NASAW00017341,AW00017341,15-05-1986,Male
NASAW00017342,AW00017342,24-11-1983,Male
NASAW00017343,AW00017343,12-04-1984,Male
NASAW00017344,AW00017344,23-05-1984,Male
NASAW00017345,AW00017345,16-02-1984,Male
NASAW00017346,AW00017346,07-08-1943,Male
NASAW00017347,AW00017347,08-05-1983,Female
NASAW00017348,AW00017348,22-04-1983,Female
NASAW00017349,AW00017349,25-05-1985,Female
NASAW00017350,AW00017350,10-03-1950,Female
NASAW00017351,AW00017351,16-02-1947,Male
NASAW00017352,AW00017352,07-11-1947,Male
NASAW00017353,AW00017353,10-07-1948,Male
NASAW00017354,AW00017354,07-02-1949,Male
NASAW00017355,AW00017355,05-03-1950,Male
NASAW00017356,AW00017356,11-05-1982,Female
NASAW00017357,AW00017357,18-09-1981,Male
NASAW00017358,AW00017358,25-08-1981,Female
NASAW00017359,AW00017359,04-09-1980,Female
NASAW00017360,AW00017360,03-07-1980,Male
NASAW00017361,AW00017361,09-03-1979,Male
NASAW00017362,AW00017362,31-07-1977,Male
NASAW00017363,AW00017363,08-04-1974,Male
NASAW00017364,AW00017364,07-02-1979,Male
NASAW00017365,AW00017365,21-12-1973,Male
NASAW00017366,AW00017366,16-05-1974,Male
NASAW00017367,AW00017367,14-04-1969,Female
NASAW00017368,AW00017368,18-04-1979,Female
NASAW00017369,AW00017369,11-01-1985,Male
NASAW00017370,AW00017370,09-01-1950,Male
NASAW00017371,AW00017371,15-02-1984,Female
NASAW00017372,AW00017372,26-08-1983,Female
NASAW00017373,AW00017373,26-12-1983,Male
NASAW00017374,AW00017374,16-03-1984,Male
NASAW00017375,AW00017375,21-12-1952,Female
NASAW00017376,AW00017376,10-05-1984,Female
NASAW00017377,AW00017377,05-09-1983,Female
NASAW00017378,AW00017378,07-12-1983,Male
NASAW00017379,AW00017379,18-12-1983,Female
NASAW00017380,AW00017380,06-08-1983,Male
NASAW00017381,AW00017381,16-06-1957,Female
NASAW00017382,AW00017382,19-03-1982,Male
NASAW00017383,AW00017383,28-10-1976,Male
NASAW00017384,AW00017384,21-03-1977,Male
NASAW00017385,AW00017385,30-01-1982,Female
NASAW00017386,AW00017386,03-08-1976,Female
NASAW00017387,AW00017387,11-06-1983,Male
NASAW00017388,AW00017388,03-10-1977,Male
NASAW00017389,AW00017389,06-05-1978,Female
NASAW00017390,AW00017390,05-10-1983,Male
NASAW00017391,AW00017391,09-11-1969,Female
NASAW00017392,AW00017392,01-01-1970,Male
NASAW00017393,AW00017393,19-04-1970,Male
NASAW00017394,AW00017394,14-10-1980,Female
NASAW00017395,AW00017395,15-08-1975,Female
NASAW00017396,AW00017396,29-08-1969,Male
NASAW00017397,AW00017397,03-10-1975,Female
NASAW00017398,AW00017398,21-11-1969,Female
NASAW00017399,AW00017399,23-11-1969,Male
NASAW00017400,AW00017400,08-09-1961,Female
NASAW00017401,AW00017401,30-08-1967,Male
NASAW00017402,AW00017402,09-11-1967,Male
NASAW00017403,AW00017403,01-10-1967,Male
NASAW00017404,AW00017404,12-10-1939,Female
NASAW00017405,AW00017405,08-12-1939,Female
NASAW00017406,AW00017406,15-03-1940,Female
NASAW00017407,AW00017407,08-08-1945,Female
NASAW00017408,AW00017408,19-01-1940,Male
NASAW00017409,AW00017409,06-01-1969,Female
NASAW00017410,AW00017410,12-08-1974,Female
NASAW00017411,AW00017411,14-05-1974,Female
NASAW00017412,AW00017412,01-05-1969,Female
NASAW00017413,AW00017413,17-07-1968,Female
NASAW00017414,AW00017414,20-01-1969,Male
NASAW00017415,AW00017415,14-10-1979,Female
NASAW00017416,AW00017416,14-05-1974,Male
NASAW00017417,AW00017417,14-04-1969,Male
NASAW00017418,AW00017418,09-08-1979,Female
NASAW00017419,AW00017419,30-11-1968,Female
NASAW00017420,AW00017420,30-04-1980,Male
NASAW00017421,AW00017421,29-10-1968,Female
NASAW00017422,AW00017422,14-10-1967,Male
NASAW00017423,AW00017423,18-12-1967,Female
NASAW00017424,AW00017424,08-11-1973,Male
NASAW00017425,AW00017425,25-08-1967,Male
NASAW00017426,AW00017426,15-03-1973,Female
NASAW00017427,AW00017427,14-09-1973,Male
NASAW00017428,AW00017428,29-08-1967,Male
NASAW00017429,AW00017429,15-12-1966,Male
NASAW00017430,AW00017430,21-11-1966,Male
NASAW00017431,AW00017431,09-04-1967,Female
NASAW00017432,AW00017432,01-02-1972,Female
NASAW00017433,AW00017433,06-11-1972,Male
NASAW00017434,AW00017434,20-08-1972,Female
NASAW00017435,AW00017435,23-02-1967,Male
NASAW00017436,AW00017436,04-01-1961,Male
NASAW00017437,AW00017437,16-12-1960,Female
NASAW00017438,AW00017438,10-01-1961,Male
NASAW00017439,AW00017439,18-08-1960,Female
NASAW00017440,AW00017440,17-11-1959,Male
NASAW00017441,AW00017441,11-05-1960,Female
NASAW00017442,AW00017442,22-12-1940,Male
NASAW00017443,AW00017443,22-05-1941,Female
NASAW00017444,AW00017444,02-11-1940,Female
NASAW00017445,AW00017445,17-04-1946,Female
NASAW00017446,AW00017446,10-02-1941,Female
NASAW00017447,AW00017447,14-09-1940,Female
NASAW00017448,AW00017448,08-09-1940,Male
NASAW00017449,AW00017449,08-01-1942,Male
NASAW00017450,AW00017450,13-04-1966,Male
NASAW00017451,AW00017451,19-08-1965,Female
NASAW00017452,AW00017452,07-12-1965,Male
NASAW00017453,AW00017453,22-07-1971,Female
NASAW00017454,AW00017454,08-11-1965,Male
NASAW00017455,AW00017455,15-11-1965,Male
NASAW00017456,AW00017456,10-11-1959,Male
NASAW00017457,AW00017457,19-03-1976,Female
NASAW00017458,AW00017458,01-07-1965,Male
NASAW00017459,AW00017459,03-11-1959,Female
NASAW00017460,AW00017460,18-06-1960,Female
NASAW00017461,AW00017461,26-05-1960,Female
NASAW00017462,AW00017462,22-08-1958,Male
NASAW00017463,AW00017463,29-08-1964,Male
NASAW00017464,AW00017464,24-08-1958,Male
NASAW00017465,AW00017465,23-06-1958,Female
NASAW00017466,AW00017466,17-07-1942,Male
NASAW00017467,AW00017467,09-08-1948,Male
NASAW00017468,AW00017468,09-07-1942,Male
NASAW00017469,AW00017469,03-01-1943,Male
NASAW00017470,AW00017470,22-11-1948,Female
NASAW00017471,AW00017471,03-05-1944,Female
NASAW00017472,AW00017472,26-08-1944,Female
NASAW00017473,AW00017473,03-01-1945,Female
NASAW00017474,AW00017474,24-05-1946,Male
NASAW00017475,AW00017475,03-10-1945,Male
NASAW00017476,AW00017476,04-09-1946,Female
NASAW00017477,AW00017477,09-09-1947,Female
NASAW00017478,AW00017478,21-05-1953,Female
NASAW00017479,AW00017479,13-03-1954,Female
NASAW00017480,AW00017480,17-02-1984,Male
NASAW00017481,AW00017481,06-05-1983,Female
NASAW00017482,AW00017482,30-10-1982,Female
NASAW00017483,AW00017483,22-01-1983,Male
NASAW00017484,AW00017484,09-11-1959,Male
NASAW00017485,AW00017485,15-01-1983,Male
NASAW00017486,AW00017486,25-05-1983,Female
NASAW00017487,AW00017487,20-02-1983,Male
NASAW00017488,AW00017488,16-03-1983,Male
NASAW00017489,AW00017489,21-05-1983,Male
NASAW00017490,AW00017490,08-03-1983,Female
NASAW00017491,AW00017491,17-01-1982,Male
NASAW00017492,AW00017492,12-12-1981,Female
NASAW00017493,AW00017493,27-05-1955,Female
NASAW00017494,AW00017494,10-02-1955,Male
NASAW00017495,AW00017495,09-05-1960,Male
NASAW00017496,AW00017496,16-04-1956,Female
NASAW00017497,AW00017497,03-10-1985,Female
NASAW00017498,AW00017498,16-02-1986,Male
NASAW00017499,AW00017499,20-11-1985,Male
NASAW00017500,AW00017500,14-04-1963,Male
NASAW00017501,AW00017501,23-04-1963,Male
NASAW00017502,AW00017502,11-04-1960,Male
NASAW00017503,AW00017503,19-01-1960,Female
NASAW00017504,AW00017504,14-05-1965,Female
NASAW00017505,AW00017505,17-05-1981,Male
NASAW00017506,AW00017506,17-10-1978,Female
NASAW00017507,AW00017507,12-02-1979,Female
NASAW00017508,AW00017508,05-01-1979,Female
NASAW00017509,AW00017509,17-10-1981,Female
NASAW00017510,AW00017510,19-09-1966,Male
NASAW00017511,AW00017511,07-10-1966,Female
NASAW00017512,AW00017512,05-08-1967,Male
NASAW00017513,AW00017513,31-08-1961,Male
NASAW00017514,AW00017514,02-01-1964,Male
NASAW00017515,AW00017515,15-07-1974,Female
NASAW00017516,AW00017516,08-11-1978,Male
NASAW00017517,AW00017517,15-08-1978,Male
NASAW00017518,AW00017518,15-02-1980,Female
NASAW00017519,AW00017519,18-08-1985,Female
NASAW00017520,AW00017520,30-08-1985,Male
NASAW00017521,AW00017521,22-12-1979,Female
NASAW00017522,AW00017522,29-08-1964,Male
NASAW00017523,AW00017523,09-01-1983,Male
NASAW00017524,AW00017524,05-05-1972,Male
NASAW00017525,AW00017525,20-09-1963,Male
NASAW00017526,AW00017526,22-09-1962,Male
NASAW00017527,AW00017527,26-03-1963,Female
NASAW00017528,AW00017528,01-01-1963,Female
NASAW00017529,AW00017529,16-11-1962,Female
NASAW00017530,AW00017530,18-11-1961,Male
NASAW00017531,AW00017531,04-09-1961,Male
NASAW00017532,AW00017532,22-11-1961,Male
NASAW00017533,AW00017533,04-11-1943,Male
NASAW00017534,AW00017534,19-06-1971,Male
NASAW00017535,AW00017535,20-10-1976,Female
NASAW00017536,AW00017536,18-08-1976,Male
NASAW00017537,AW00017537,24-02-1971,Female
NASAW00017538,AW00017538,11-03-1976,Female
NASAW00017539,AW00017539,05-10-1969,Female
NASAW00017540,AW00017540,03-03-1973,Female
NASAW00017541,AW00017541,05-06-1968,Female
NASAW00017542,AW00017542,22-08-1978,Female
NASAW00017543,AW00017543,11-08-1973,Female
NASAW00017544,AW00017544,10-12-1967,Male
NASAW00017545,AW00017545,23-01-1968,Male
NASAW00017546,AW00017546,30-05-1973,Female
NASAW00017547,AW00017547,09-03-1967,Male
NASAW00017548,AW00017548,10-11-1972,Female
NASAW00017549,AW00017549,14-08-1947,Male
NASAW00017550,AW00017550,17-10-1953,Male
NASAW00017551,AW00017551,02-02-1948,Female
NASAW00017552,AW00017552,23-08-1953,Female
NASAW00017553,AW00017553,21-09-1953,Female
NASAW00017554,AW00017554,18-04-1954,Female
NASAW00017555,AW00017555,12-07-1948,Male
NASAW00017556,AW00017556,07-10-1949,Female
NASAW00017557,AW00017557,24-04-1950,Male
NASAW00017558,AW00017558,05-11-1960,Male
NASAW00017559,AW00017559,08-10-1960,Female
NASAW00017560,AW00017560,10-03-1983,Female
NASAW00017561,AW00017561,19-12-1977,Female
NASAW00017562,AW00017562,22-11-1983,Male
NASAW00017563,AW00017563,07-09-1983,Male
